date,ele_pro,ele,operating reserve,rate,emp,people_use,1核一#1(萬瓩),核一#2(萬瓩),2核二#1(萬瓩),核二#2(萬瓩),nuclear#1,核三#2,林口#1,4林口#2,linco#3,4台中#1,5台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,6興達#2,興達#3,興達#4,大林#1,7大林#2,和平#1,8和平#2,MyL#1,MyL#2,麥寮#3,汽電共生,big (#1-#6),Tone,興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,wind,sun
20211130,34452,30445,4007,13.16,377.584,308.729,0,0,-0.1,98.3,94.4,0,75.8,75.9,0,0,47.7,47.9,0,0,52.6,48.1,48.9,47.2,46,0,30.5,0,32.5,76.2,76.2,60.1,0,38.2,0,57.3,112.2,380.4,333.8,183.8,103,87.6,92.1,48.7,60,51.3,26.5,119.5,102.2,55.7,1.1,8.7,3.1,1.2,3.8,3.1,2.9,2,0.9,0.2,21.8,50.2,0,2.5,1.6,3.3,0.2,21.9,62.6,3.2
20211201,34388,29832,4556,15.27,370.385,251.628,0,0,-0.1,98.3,94.3,0,75.9,76.2,0,0,47.7,48,0,0,52.7,48.1,49,47.2,48,0,30.4,0,32.5,76.4,76.2,60.3,0,34,0,57.2,123.2,360.4,334.5,179.6,101.5,36.2,92,49.3,60.2,43.4,27.3,119.7,105.4,41.4,0,8.5,3.2,3.1,1.7,2.2,1.9,2,1,0.2,29.7,65.4,0,2.4,1.3,4,0.2,21.9,66.9,1.7
20211202,33971,30150,3821,12.67,372.41,253.005,0,0,-0.1,98.4,94.3,0,75.8,76,0,0,52,51.1,0,0,51.7,52.5,52.2,49.8,47,0,28.4,0,29.4,76.1,76.1,60.1,0,42.7,0,57.3,106.6,359.1,332,171.2,93.9,98.7,92,49.1,60.2,52.8,27.2,119.8,105.9,28.6,0,7.7,3.1,5.8,4.8,3.9,2.9,2,0.9,0.1,28.2,66.1,0,2.4,4.1,4,0.2,21.7,47,0
20211203,34641,29675,4966,16.74,371.448,252.35,0,0,-0.1,98.5,94.4,0,75.9,76.1,76,0,44,44.7,0,0,47.7,44.1,45.1,43.5,43.8,0,26.3,0,26.8,76.2,76.2,60.2,0,40.8,0,57.2,110.2,328.4,313.5,182.6,100.1,98.7,87.9,12.6,60.2,49.9,27.1,119.7,96,14.8,0,7.8,3.6,2.5,2.4,3.1,2.1,4,0.8,0.1,30.1,56.5,0,2.2,3.3,4,0.2,20.9,66.7,2.7
20211204,31522,27104,4418,16.3,345.595,234.787,0,0,-0.1,98.5,94.6,0,75.9,76.1,76.1,0,40.9,40.7,0,0,40.9,42.7,43.1,37.1,37.3,0,24.1,0,25.7,76.2,76.2,60.2,0,25.1,0,56.4,102.7,365.4,315.1,175.2,101.4,46.6,46.1,0,60.2,52.3,0,119.6,0,14.7,0,7.8,8.1,9,1,1.5,0.6,2,0.9,0.1,29.9,70.4,0,2.2,3.3,4,0,22.9,50.8,0
20211205,29808,26188,3620,13.82,328.41,223.112,0,0,-0.1,98.5,94.5,0,75.9,76.1,76.1,0,52.2,51.3,0,0,52.6,48,48.7,48.2,47.8,0,23.2,0,25.6,76.1,76.2,58.3,0,25.1,0,52.3,49.4,353.5,359,159.1,94.7,98.7,46.1,48.9,0,0,0,50.9,0,14.8,0,8,0,0,0.9,1.6,0.5,2,0.9,0.1,30.5,68.4,0,2.2,4,4,0.2,24.1,58.6,0
20211206,33979,30187,3792,12.56,367.433,249.623,0,0,-0.1,98.5,94.6,0,75.9,76,76.1,0,47.4,48.2,0,0,49.6,48,48.8,48.1,47.7,0,23,0,25.8,76.1,76.2,60.2,0,30,0,57.3,106,344.4,380,195.6,105,98.7,92.1,48.4,60.2,51.9,26.9,119.8,47.9,14.8,0.8,9,0,1,3.2,2.7,1.8,4,0.9,0.2,14.5,56.2,0,2.2,3,4,0.3,17.1,63.9,0
20211207,33105,30264,2841,9.39,376.883,256.044,0,0,-0.1,98.5,94.6,0,75.9,76.1,76.2,0,50.3,50.2,0,0,51,51,51.2,48,49,0,37,0,43.5,0,76.2,60.2,0,42.7,0,57.2,104.8,358,386.1,195.6,102.8,98.7,92,48.8,60.2,52.3,27.1,68.9,52.3,40.6,0.2,8.6,1.2,1.5,1.9,2.6,1.2,4,0.9,0.2,34.9,52.5,0,2,3,4,0.2,25.2,65.2,0
20211208,34530,30286,4244,14.01,377.225,256.275,0,0,-0.1,98.5,93.4,0,76,76.1,76.2,0,49.3,49.8,0,0,47.7,50.3,50.9,45.2,49.2,0,30.5,0,32.6,76.1,76.2,60.2,0,41.9,0,57.2,109.8,323.9,370.8,194.5,97.5,98.7,86.4,43.5,60.2,47.6,26.9,119.9,47.1,41,0,8.7,3.5,1.8,3.3,3,2.7,4,1.4,0.3,15.5,32.8,0,2,1.6,3.2,0.2,22.1,69.5,3.2
20211209,34119,30863,3256,10.55,382.651,259.962,0,0,-0.1,98.5,94.9,0,76,76.1,76.2,0,52.1,51.9,0,0,52.8,53.1,52.5,50.4,50.7,0,37.5,0,40.8,75.9,76,60.3,0,42.6,0,57.2,113.9,348.8,346.2,194.2,95.6,98.7,92,48.3,60.2,51.9,26.9,119.8,52.2,28.2,0,8.9,5.4,6,4.2,3.9,2.9,4,1,0.2,33.2,48.9,0,2,4.8,4,0.2,24.9,38,0
20211210,33948,30417,3531,11.61,380.863,258.747,0,0,-0.1,98.5,95,50,76,76.2,76.1,0,52.1,52.1,0,0,53,53.1,52.6,50.3,52.7,0,30.6,0,33.5,75.9,76.1,60.4,0,33.1,0,57.2,109.9,327.1,317.4,189.6,103.3,98.7,92,48.3,60.2,51.5,26.7,119.8,51.7,28.2,0,8.6,3.8,3.3,4.6,3.9,2.9,4,0.9,0,15.9,56.1,0,2,2.3,1.9,0.2,22.9,30.4,3.4
20211211,31070,27797,3273,11.77,352.581,239.533,0,0,-0.1,98.3,94.8,81.3,75.9,29.2,76.1,0,51.7,48.5,0,0,52.7,52.4,52.8,49.6,52.1,0,43.6,0,48.5,75.9,76.1,60.3,0,39.3,0,57.3,47.4,286.2,305.8,179.2,95.3,97.3,0,0,60.2,48.4,26.9,119.8,51.4,32.6,0,8.6,4.8,4,5.2,4.6,2.4,0,1,0.2,31.8,18,0,1.9,3,3.1,0.2,23,50.6,0
20211212,30720,26205,4515,17.23,330.121,224.274,0,0,-0.1,97.9,94.8,94,75.8,73.6,76.1,0,45,50.4,0,0,46.1,45.5,45.7,43.5,45.1,0,28.2,0,29.6,75.7,75.9,58.4,0,25.1,0,52.4,47.4,213.1,353.9,169.6,93.1,87.1,0,45.6,0,47.4,27,50.8,47.4,28.2,0,8.5,0.7,1.5,0.9,1.4,0.6,0,0.8,0.1,29,58.5,0,1.8,3.5,3.1,0.1,21.3,71.9,0
20211213,34324,30241,4083,13.5,367.063,249.372,0,0,-0.1,98.1,94.7,94.3,75.9,76.1,76.3,0,47.9,48.2,0,0,48.1,48.1,48.7,47.5,47.8,0,30,0,32.4,75.9,76,60.3,0,33,0,57.3,115.6,256.7,355.8,183.6,96.3,86.1,89.7,46.7,60.1,49,26.9,119.7,49.1,28.1,0,8.5,3.1,2.5,4.9,4.4,2.4,2,0.9,0.1,0,66.3,0,1.8,4,4,0,21.6,68.5,2.9
20211214,33801,30751,3050,9.92,380.849,258.738,0,0,-0.1,98.1,94.6,94.3,75.9,76.1,76.1,0,51.9,50.5,0,0,52.9,52.8,53.1,50.4,52.2,0,46,0,32.6,75.9,76.2,60.3,0,42.6,0,57.3,110.6,263.6,353.8,198.9,98.3,98.5,92,48.4,60.1,51.9,27,119.8,51.9,38.5,0,8.5,1.9,3.2,1,1.8,0.6,4,1.4,0.4,0,73.1,0,1.8,4.1,4,0,24.9,17.9,0
20211215,33678,30992,2686,8.67,383.911,260.818,0,0,-0.1,98.4,94.8,94.2,76,76.1,75.9,0,51.9,50.9,0,0,52.9,52.8,53.1,47.4,52.6,0,46.5,0,52.3,76,76.2,60.3,0,41.8,0,57.2,119.2,281.6,349.7,189.4,94,98.7,92,47.9,60.1,51.9,26.9,119.8,51.5,53.4,0,9,2.5,4.5,2.5,2.4,2.4,4,2.8,0.9,0,56.2,0,1.7,3.5,1.9,0,22.2,8.1,2.9
20211216,33884,31020,2864,9.23,384.426,261.167,0,0,-0.1,98.2,94.7,94.3,76,76.2,76.2,0,51.9,51.5,0,0,53,50.6,51.4,47.5,52.6,0,30.4,0,32.6,76.1,76.2,60.2,0,57,0,57.2,109.4,283.3,379.4,181,95.4,98.6,92,48.4,60.2,51.8,26.8,119.8,51.1,67.5,0,9.1,3.5,2.8,4.1,3.8,3,4,3.5,1,0,51.9,0,1.7,0.8,1.8,0,23.8,10,3.7
20211217,36586,29970,6616,22.08,376.842,256.016,0,0,-0.1,97.9,94.8,94.3,75.8,75.9,76.1,0,0,35,0,0.3,37.4,38.1,39,42.7,42.8,0,23.3,0,25.8,76.2,76.1,60.2,0,42.3,0,57.2,119,302.4,373.5,163,83.9,36.2,87.1,48.6,60.1,25.3,26.9,119.7,46.8,14.8,0,8.3,0.5,1.9,0.8,1.5,0.5,0,1.4,0.4,0,0,0,1.7,0.6,0,0,9.7,70.2,279.7
20211218,31221,26942,4279,15.88,341.769,232.188,0,0,-0.1,97.9,94.8,94.4,76,76.2,76.2,0,0,42.8,0,49.4,47.7,47.7,47.8,45.2,44.2,0,25,0,25.8,76.1,76.2,60.2,0,50.2,0,52.3,55,262,372.5,174.7,93.7,91.1,39.5,0,60.1,45,0,50.9,0,14.7,0,8.9,3.1,2.5,2.8,3,1.8,0,0.8,0.1,15.3,49.6,0,1.7,2,3.1,0,21.3,67.1,0
20211219,29514,26086,3428,13.14,324.55,220.49,0,0,-0.1,87.5,94.9,94.4,76.1,76.3,76.2,0,0,48.1,0,48.6,48,48,48.8,48,52.5,0,30.3,0,32,0,76.2,57.5,0,57.2,0,52.3,53,271.3,377.1,203.2,99.1,36.2,45.9,0,0,0,27.2,50.8,44.8,14.7,0,8.6,3.2,5.8,2.7,3.1,1.7,0,1.4,0.3,32,84.3,0,1.6,4.1,2.9,0,18.4,29.6,0
20211220,33026,30384,2642,8.7,368.213,250.153,0,0,-0.1,95.2,94.8,94.4,76,76.2,76.1,0,0,51.5,0,52.4,50.5,52.1,52.6,47.5,51.3,0,30.2,0,32.7,0,76.2,60.1,0,56.9,0,57.2,92.8,301.3,378,203.1,104.8,98.7,92,48.9,60.1,52.6,27.2,119.8,53.1,42.4,0,8.8,3.6,6.1,2.5,2.8,1.6,2,1.8,0.7,17.1,51.6,0,1.6,2,1.9,0,21.2,16.6,0
20211221,33610,30748,2862,9.31,381.059,258.881,0,0,-0.1,93.7,94.8,94.4,75.8,75.8,76.2,0,0,52.6,0,53.4,52.9,52.5,53.1,47.5,51.9,0,46.9,0,49,0,76,60.2,0,55.9,0,57.2,91.6,301.2,379.6,181.4,94.3,98.8,92,48.6,60.1,52.4,27.1,119.8,52.1,23.6,3.7,8.8,3.1,1.9,4.1,3.7,2.9,2,1.3,0.4,14.8,55.7,0,1.6,3.9,4.1,0,18,63.3,0
20211222,33818,30761,3057,9.94,380.232,258.319,0,0,-0.1,98.4,94.9,94.4,75.9,76,76.4,0,0,45.4,0,45.5,44.9,50,50.4,47.4,48.2,0,47.7,0,32.6,0,76,60.2,0,40.8,0,57.2,105.4,296.5,387.4,186.2,95.3,98.7,92,48.9,60.1,52.4,27,119.8,52.3,42.5,0,9,3.1,1.9,6.5,6.7,5.2,4,4.2,1.4,16.2,51.4,0,2.4,2.4,4,0.2,17,63.5,3.3
20211223,33440,31017,2423,7.81,381.327,259.063,0,0,-0.1,98.4,94.9,94.4,75.7,75.9,76.2,0,0,51.5,0,53.2,52.9,52.6,53.5,47.7,52.6,0,37,0,45.1,0,76,60.2,0,42.4,0,57.3,98,301.7,384,195.7,99.5,98.7,92,48.4,60.1,52.1,26.9,119.7,51.7,42.6,0,9,4.5,7.3,5,4.8,4,4.3,2.4,0.7,15.5,51.5,0,2,3.4,4.1,0,16.4,43.3,2.6
20211224,33391,30200,3191,10.56,380.426,258.45,0,0,-0.1,98.3,94.9,94.4,75.7,75.9,76.3,0,0,50.7,0,51.1,50.7,51.1,51.8,38.4,47.1,27.5,0,0,32.7,0,76.2,60.3,0,32.6,0,57.3,113.2,300,381,189.4,98.1,95.2,92,48.7,60.1,52,26.8,119.7,51.5,42.4,0,9.3,3.1,8.1,2.3,2.8,1.5,4.4,3.8,1.9,15.7,30.9,0,2,2.1,4,0,9.4,19.7,44.3
20211225,30323,27288,3035,11.12,349.145,237.199,0,0,-0.1,98.4,95,94.5,75.6,75.9,76.2,0,0,48.5,0,48.6,48.2,48.2,48.7,36.9,47.8,31.1,0,0,32.4,0,76.2,58.3,0,0,0,57.2,49.1,269.3,387.6,179.1,91.2,75.1,92,41.3,0,0,27.5,119.9,1.9,42.4,0,8.9,3,5.4,4.9,4.3,3.3,2.6,1.5,0.9,15.2,63.6,0,2,5.1,4.1,0,22.6,69.6,0
20211226,30001,26572,3429,12.9,329.694,223.984,0,0,-0.1,98.4,94.9,94.5,75.7,76,76.3,0,0,42.8,0,43.9,43.1,43,43.8,36.6,43,30.9,0,0,32.4,0,76.2,58.3,0,0,0,52.3,50.5,267.5,389.8,188,97.3,36.2,92,48.9,0,0,27.8,51,53.4,42.4,0,8.5,3.4,1.9,2.1,2.5,1.2,2.6,2,0.5,15.2,79.6,0,2,4.8,4,0,21.4,69.3,0
20211227,34054,30287,3767,12.44,368.352,250.247,0,0,-0.1,98.3,94.9,94.4,75.9,76,76.2,0,0,48.5,0,53.3,52.8,52.8,53.5,34.8,52.6,30.9,0,0,32.5,0,76.2,60.1,0,42.5,0,57.2,103.1,301.6,390,178.9,98.3,37.5,84.3,41.1,60.1,48.7,28,119.9,101.4,35.1,0,8.9,3.9,7.8,1.8,2.3,1.4,4.6,2.8,1.2,26,41.9,0,2,3.2,4,0,22.9,64,0
20211228,33225,29973,3252,10.85,373.638,253.838,0,0,-0.1,98.3,94.9,94.4,75.8,75.9,76.2,47.6,0,50.5,0,53.2,53.1,52.6,53.4,0,52.1,30.6,0,0,32.5,0,76.1,60.2,0,42.5,0,55.3,90,272.7,389.5,188.4,104.7,41.3,92,49.3,60.1,52.8,27.5,68.9,106.1,40.1,3.5,8.8,0,2.5,4.4,3.9,3,4.6,3.3,1.6,23.7,64.6,0,2,3.7,4,0,23.6,42.3,0
20211229,32720,29913,2807,9.38,373.407,253.682,0,0,-0.1,98.4,94.6,94.4,75.9,76,76.1,52,0,52.3,0,53.5,53.1,53,52.8,0,52.9,30.6,0,0,32.5,0,76,60.2,0,42.5,0,57.3,87.7,302.5,380.3,163.5,79,98.6,46.1,49,60.1,52.7,27.4,119.7,105.4,42.3,0,9.1,0.8,2,2.1,2.4,1.4,4.6,3.6,1.7,15.5,58.2,0,1.8,4,4,0,23.1,15.8,0
20211230,33412,29036,4376,15.07,364.551,247.665,0,0,-0.1,98.4,94.8,94.5,76,76.2,76.2,47.4,0,48.2,0,49.1,48.4,48.2,49,0,48.2,25.3,0,0,26.7,0,76.2,60.1,0,38.6,0,57.2,98,271.2,381.8,190.8,79.7,36.3,46.1,0,60.1,53.2,27.7,119.8,106.1,32.1,0,8.9,0,1.2,1.2,1.7,0.7,4.6,3.4,1.6,30,64.7,0,1.8,4,4,0,23.6,62.4,0
20211231,30370,26443,3927,14.85,333.639,226.664,0,0,-0.1,98.4,94.9,94.4,76.1,76.2,76.2,46.4,0,46.8,0,51.2,49.9,50,50.4,0,47.5,30.3,0,0,31.8,0,76.2,60.2,0,40.2,0,52.3,98,259,376.5,177,22.9,54.5,46.1,0,0,53.1,0,119.8,25.8,26.1,0,9,0.6,2.1,2.3,2.6,1.5,0.5,1.5,0.8,29,65.1,0,1.7,4.8,4,0,22.5,40.4,0
20220101,29007,25661,3346,13.04,329.548,212.867,0,0,-0.1,98.4,94.8,94.4,76,76.1,76.1,42.5,0,43.5,0,43.6,43.3,43.1,44.3,0,43.1,30.7,0,0,32.4,0,76.4,48.3,0,40.2,0,52.4,41.7,235.8,388,205.1,29.7,66.4,43.8,48.4,0,49.1,27.3,0,48.1,14.7,0,8.9,6.1,11.5,4.3,3.6,3,2.6,3,1.4,31.8,74,0,1.7,3.5,4,0,22.6,54.7,0
20220102,29556,25915,3641,14.05,325.723,210.396,0,0,-0.1,98.4,94.8,94.4,76.1,76.2,76.1,0,0,47.5,0,48.6,48.1,48.2,49.4,32.7,17.2,24.3,0,0,25.6,0,76,59,0,43,0,52.4,38.8,222.1,363.7,208.9,73.5,36.3,46.1,0,59.6,52.8,27.3,0,106.4,14.7,0,9.1,5.5,6.3,4.6,4.1,3,2.5,2.8,0.8,37.7,69.3,0,1.6,2.9,1.8,0,22.5,57.3,0
20220103,33160,29976,3184,10.62,368.458,237.999,0,0,-0.1,98.4,95,94.5,75.9,76.1,76,0,0,51.5,0,52.6,53.1,53,52.7,47.7,52.9,30.7,0,0,35.5,0,76,60.2,0,51,0,54,51.1,248.5,387.1,177.2,71.6,98.7,92,48.6,60.1,52.5,27.1,119.5,104.7,29.5,0,8.3,3,3,5,4.1,3.1,4.5,1.1,0.2,21.6,60,0,1.6,4,4,0,22,49.7,0
20220104,32950,30330,2620,8.64,382.67,247.18,0,0,-0.1,98.4,94.9,94.5,76,76.1,76.1,0,0,49.6,0,52.2,53,51.5,53.3,49.1,52.9,38.9,0,0,47.8,0,76.2,60.2,0,56.7,0,28.2,54.2,249.8,386.8,192.1,66.6,98.6,92,48.5,60.1,52.4,26.9,119.8,104.6,48,0,8.6,4,5.6,4.2,3.2,3,4.5,1.2,0.2,30.1,64.1,0,1.6,2.5,1.8,0,22.2,46.2,0
20220105,32961,30449,2512,8.25,387.567,250.343,0,0,-0.1,98.4,94.9,94.5,75.9,76.2,76.1,0,0,50.4,0,52.6,53,53,53.2,48.5,51.3,35,0,0,35.8,0,76.2,60.2,0,56.9,0,57.2,52.7,251.7,387.1,200.9,73.7,94,86.2,45.1,60.3,47.7,26.9,119.8,104.5,85.2,0,10.2,7.3,5.6,5,4.4,3,4.5,2.6,0.7,35.6,40.5,0,1.6,3.1,2.8,0,22,20.9,0
20220106,33485,30276,3209,10.6,385.967,249.309,0,0,-0.1,98.4,95,94.6,76,76.2,76.1,0,0,51.2,0,52.1,53,52,52.5,47.4,53,44.2,0,0,51.9,0,76.1,60.2,0,56.1,0,57.2,56.8,252.4,390.1,180.8,62.6,98.6,92,49.2,60.1,53,27.3,119.8,105.7,35.5,0,8.7,4.2,4.2,4.6,3.9,2.9,4.5,1.3,0.3,14.8,38.9,0,1.6,4,2.7,0,21.7,71.3,0
20220107,32972,29962,3010,10.05,383.956,248.01,0,0,-0.1,98.4,94.9,94.4,76,76.1,76.1,0,0,51.1,0,51.6,53.1,52.4,53.3,48.6,52.6,43,0,0,46.4,0,76.1,60.3,0,52.4,0,57.2,58.9,247.8,383.4,189.9,64.4,53.8,92,49.2,60.1,52.9,27.3,119.9,105.8,28.6,0,8.5,6.1,8.6,4.4,3.9,2.9,4.6,1.9,1.1,14.9,48.5,0,1.6,4.1,3.9,0,22.7,66.1,0
20220108,30503,27356,3147,11.5,356.857,230.506,0,0,-0.1,98.4,94.9,94.4,76.1,76.2,76.2,51.4,0,50.7,0,52.4,0,51.4,53.6,50,52.5,30.6,0,0,32.5,0,75.9,58.3,0,42.3,0,57.2,37.4,244.9,375.7,188.5,70.1,58.1,45.9,0,60.1,52.8,27.2,50.9,105.2,28.2,0,8.2,3,0.6,1.2,1.6,0.8,0.6,1.8,0.5,19.4,56,0,1.6,4.8,4,0,20.7,56.1,0
20220109,29720,26562,3158,11.89,337.458,217.975,0,0,-0.1,98.3,94.8,94.4,76,76.1,68,52.1,0,50.2,0,52.6,0,48,49.5,50.2,52.2,30.7,0,0,32.6,0,76.2,57.6,0,47.2,0,52.3,41.1,265.3,376.8,187.6,73.2,88.7,0,0,0,0,27.4,68.9,106.2,28.2,0,8,3,4.9,1.2,1.6,0.7,0.5,2,0.5,27.3,68,0,1.6,4.5,3.8,0,20.4,55.5,0
20220110,32696,30205,2491,8.25,375.424,242.499,0,0,-0.1,98.2,94.8,94.5,75.9,76,76,52.3,0,52.1,0,53.6,0,50,53.5,48.9,53,47.6,0,0,52.5,0,76.2,60.3,0,52.8,0,57.3,58.4,263.2,381.3,202.3,66.6,98.7,92,48.8,0,52.7,27.2,119.8,105.2,56.6,0,10,9,15.8,5.3,4.7,2.9,3.5,2.4,0.8,15.2,49.1,0,1.6,3,4,0,21.4,38.9,0
20220111,32878,30464,2414,7.92,385.839,249.227,0,0,-0.1,98.4,94.9,94.5,76,76.2,76.1,52.1,0,51.1,0,52.1,0,50,53.5,51,52.8,47.5,0,0,52.3,0,76.2,60.2,0,36.4,0,57.3,57.5,262.1,385.5,210.5,65.4,98.6,92,49,0,53.9,28,119.3,106.5,47.7,0,10.8,3.2,4.5,5.4,4.8,3,3.5,1.9,1.1,14.4,69.1,0,1.6,4.8,4,0,22.6,71.9,0
20220112,32426,30206,2220,7.35,388.636,251.034,0,0,-0.1,98.3,94.8,94.5,76,76.2,76.1,52.2,0,52.1,0,51.5,0,49.8,53.2,49.9,52.2,47.4,0,0,52.1,0,76.2,60.3,0,36.3,0,57.2,65.5,267.4,380.2,200.3,75,98.7,92,49,0,53.5,27.7,119.3,106.5,85.9,0,8.2,3.5,3.6,5.2,4.7,3,3.5,0.3,0,17.4,69.3,0,1.6,3,1.8,0.4,21.6,17.1,0
20220113,32642,30167,2475,8.2,388.133,250.708,0,0,-0.1,98.4,94.8,94.5,75.9,76,76,52.3,0,51.8,0,53,0,52,53.5,50.1,52.6,47.1,0,0,51.7,0,75.9,60.1,0,0,0,57.2,70.2,267.8,373.5,184.4,65.3,98.5,92,48.9,0,53.8,27.9,119,106.4,80.8,0,10.7,7.3,4.4,4.4,3.7,2.9,3.5,3.7,1.8,15.9,66.6,0,1.6,3,4,0.2,21.1,64.6,0
20220114,32524,29843,2681,8.98,384.588,248.418,0,0,-0.1,98.3,94.9,94.5,76,76.2,76.1,0,0,51.7,0,53.2,52.6,52.5,53.2,47.2,52.1,42.9,0,0,52.1,0,76.1,60.2,0,0,0,57.3,102.6,245.5,372,192.3,71.3,89.2,92,49,0,53.1,27.5,119.1,106.1,68.5,0,11,3.1,1.9,4.8,4.1,3,3.5,3.1,1.4,23.8,65.5,0,1.6,4,4,0,19.9,38.4,0
20220115,30085,27792,2293,8.25,362.819,234.357,0,0,-0.1,98.5,94.8,94.4,76,76.1,76,0,0,51.5,0,53.3,53.1,52,53.2,49.2,52.7,47.2,0,0,51.4,0,76.2,60.2,0,0,0,57.2,35.5,242.2,369.1,185.4,69.4,96.3,45.9,49,0,52.9,0,68.8,105.1,82.7,0,10.7,6.1,7.5,6.2,6.4,4.6,3.5,1.6,1,0,65.9,0,1.6,4,4.1,0,20.5,27.4,0
20220116,30222,26793,3429,12.8,340.599,220.005,0,0,-0.1,98.4,94.9,94.5,76,76.1,75,0,0,48.2,0,52.5,53,51.5,53.3,47.5,52.5,30.8,0,0,32.4,0,76.1,57.5,0,28.1,0,52.4,39.8,241.3,376.5,195.1,67.7,78.7,0,0,0,52.7,0,119.8,105.2,28.5,0,8.6,3,1.4,2.7,3,1.7,0.5,1.6,0.9,0,68.7,0,1.6,4,1.7,0,19.6,70.5,0
20220117,33302,30586,2716,8.88,377.712,243.977,0,0,-0.1,98.5,94.7,94.5,76.1,76.2,76.1,0,0,51.6,0,53,53.1,51.5,53.2,48.8,52.6,47.5,0,0,51.5,0,76.7,60.2,0,56.9,0,57.2,119.2,234.3,375.2,172.1,75.2,98.6,92,49,0,53.1,27.3,119.3,104.9,74.5,0,11.1,3.3,2.9,4.8,4.1,3,3.5,2.2,0.5,4.5,52,0,1.6,3.1,3.5,0,20.6,71.6,0
20220118,33034,30609,2425,7.92,387.915,250.567,0,0,-0.1,98.4,94.7,94.5,75.9,76.1,76.1,0,0,51.9,0,52.4,53.1,51,53.2,50.1,52.7,47.6,0,0,51.7,0,76.2,60.2,0,54.2,0,57.2,105,248.4,373.5,171.8,71.7,98.6,92,48.7,0,52.7,27.1,119.4,105.8,65.8,0,6.8,3.5,7.5,3.7,3.3,3.2,3.6,3.6,1.1,16.9,63.9,0,2,4.9,0,0,23.5,65,0
20220119,33319,30317,3002,9.9,386.316,249.535,0,0,-0.1,98.5,94.9,94.5,75.9,76,76,0,0,52,0,53.6,53.2,52.6,53.2,49.4,52.1,47.9,0,0,51.2,0,76.2,60.2,0,43.2,0,57.2,117.2,247.5,384.2,170.5,66.1,97.1,92,48.5,0,52.7,27.1,119.3,105.2,53.3,0,8.7,3.1,5.4,4.6,4,3,3.7,2.9,1,15.2,44.6,0,2.4,4.8,4,0,24.4,73.2,0
20220120,33281,30620,2661,8.69,387.53,250.319,0,0,-0.1,98.5,94.9,94.5,75.8,75.9,75.9,0,0,51.1,0,51.9,53,52.4,53.1,49,52,47.9,0,0,52.2,0,76.1,60.2,0,53.2,0,57.2,98.7,267,369.9,176,66,96.1,92,48.9,0,52.4,26.9,119.3,104.6,65.1,0,8,3.1,4,5.3,4.7,2.9,3.6,2.6,1,29.6,48.4,0,2.4,4.1,4,0,24.5,66.5,0
20220121,32922,30743,2179,7.09,391.15,252.658,0,0,-0.1,98.5,94.9,94.5,34.9,76,76,0,0,52.1,0,52.6,53.1,52.2,53.4,49.9,52.1,47.6,0,0,52,0,76,60.3,0,56.9,0,57.2,96.3,270.9,381.5,194.1,72.7,98.7,92,48.6,0,52.7,27.1,119.3,104.4,85.7,0,8.1,4.8,9.6,4.4,4,3,3.5,2.3,1.3,28.7,47.1,6,2.1,3.9,4,0,25.7,33.7,0
20220122,32518,29486,3032,10.28,382.925,247.344,0,0,-0.1,98.6,94.9,94.5,35,75.9,75.9,0,0,49.6,0,51.9,52.5,48,53.5,50,51.4,47.4,0,0,52,0,75.9,60.3,0,57,0,57.3,38.8,272.2,378.5,195.4,64.2,98.7,85.4,43.5,0,52.7,27,119.4,105.3,72.8,0,8.3,3.1,1.8,4,3.3,2.5,3.6,1.4,1,15.1,35,4.1,2.4,2.9,3.1,0,25.7,52.5,3.3
20220123,29462,27161,2301,8.47,348.11,224.857,0,0,-0.1,98.4,95,94.6,35,76,76,47.3,0,52,0,52,53.1,53.2,53.4,51.4,0,10.1,0,0,52.2,0,75.9,58.5,0,57,0,52.3,37.4,285.9,379.1,191.6,75.3,98.6,45.9,48.7,0,50.9,26.9,50.4,52.5,75,0,9.2,3,1.8,2.4,2.7,1.5,0.5,1.2,0.8,14.8,50.7,4.3,2.4,4.5,4.1,0,25.1,1.5,0
20220124,33477,30310,3167,10.45,377.251,243.68,0,0,-0.1,98.3,94.9,94.5,35,76.3,76.2,51.8,0,51.1,0,51.6,52,52.4,53.3,52,0,46,0,0,50,0,76.1,60.3,0,56,0,57.2,108.6,305.1,377.7,200.9,69.8,97.5,92,48.9,0,52.5,26.9,109.2,105.5,28.3,0,9.3,3.1,2.1,4.6,3.8,3,3.6,1.9,1.1,15.5,48.7,4.9,2.4,3.1,4,0,25.6,51.4,0
