date,ele_pro,ele,operating reserve,rate,emp,people_use,1核一#1(萬瓩),核一#2(萬瓩),2核二#1(萬瓩),核二#2(萬瓩),nuclear#1,核三#2,林口#1,4林口#2,linco#3,4台中#1,5台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,6興達#2,興達#3,興達#4,大林#1,7大林#2,和平#1,8和平#2,MyL#1,MyL#2,麥寮#3,汽電共生,big (#1-#6),Tone,興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,wind,sun
20210814,37944,32580,5364,16.46,658.12,364.455,0,0,-0.1,97.4,94.5,94,75.7,75.9,75.9,51.8,51.8,51.4,51.1,52.9,0,51.3,52.6,51.2,50.2,47.4,47.5,35.5,51.9,75.7,76,60.4,60.1,57,56.7,57.5,55.5,354.1,234.4,191.8,55.1,21.9,39.5,0,59.7,44.9,0,67.8,0,27.3,0,14.5,4.5,5.6,12.2,14.8,12.7,4.3,1.6,1.2,0,4.8,4.8,1.6,0,8.1,0.5,30.4,23,314.5
20210815,34537,31054,3483,11.22,624.018,345.57,0,0,-0.1,97.3,94.5,93.9,76,76.4,76.1,52.3,51.9,50,51.1,52.4,0,47,48.5,47.2,47.8,46.7,47.4,52,52,75.7,76.1,55.7,55.4,42.5,42.5,57.2,55.4,414.1,251.6,205,51.1,53.2,44.9,45.8,0,49.7,26,0,0,27.6,0,14.5,7.1,18.1,13.8,16.2,12.7,4.3,3.9,2.1,44.7,80,5.8,1.6,3.5,8.1,0.2,37.4,5.2,0.1
20210816,41417,36997,4420,11.95,714.605,395.736,0,0,-0.1,97,94.4,94,75.7,76,75.9,42.9,42.3,44,41.9,43.4,0,46.9,44.2,42.4,42.9,44.7,47.4,52.1,52.1,71.1,76.2,60.3,60,57,56.8,57.5,138.5,412.7,274.8,192.1,79.5,63.7,89.8,44.7,60.2,49,25.8,68.8,96.1,27.6,5.5,14.4,7,16,14.2,16.5,12.7,4.3,2.6,1.6,14.7,33.6,5,2,1.7,8.1,0.6,29.3,5.6,314
20210817,42096,37703,4393,11.65,735.488,407.3,0,0,-0.1,97,94.6,94,75.8,76,75.7,44.1,47.1,48,43.3,43.1,0,41.5,50.5,42.2,42.7,46.7,47.4,52.2,52,75.3,76.2,60.4,60,56.9,56.6,57.5,135.9,433.7,279.8,196.2,94.3,53.8,90,44.3,60.2,48.9,25.6,68.8,95.7,27.7,5.7,14.4,6.4,12.9,15.3,17.2,12.7,4.3,2.7,1.6,14.3,33.1,4.3,1.8,1.7,8.1,0.2,29.3,11.1,342
20210818,41137,36773,4364,11.87,728.5,403.43,0,0,-0.1,97,94.1,93.7,76,76.2,75.8,42.3,43.5,43.1,42,43.2,0,46.3,47.9,47,44.9,47.2,47,50,52,75.7,76,60.4,60.2,56.9,56.7,57.6,141.6,402.1,273.8,199.5,103.9,71,90,45.2,60.2,49.1,25.6,119.1,97,28.1,0,14.2,6.5,3.6,9.9,10.7,9.9,4.2,2.2,1.3,30.3,34.8,5.5,1.8,0,8.1,0.2,28.2,0.9,213.4
20210819,42449,37536,4913,13.09,721.917,399.785,0,0,-0.1,96.7,94.2,93.7,75.8,76.2,76,47,47.5,48,46.8,48.1,0,49,49,45.6,46.3,46.6,47.7,51.9,52.1,75.9,76.2,60.4,60.1,57,56.6,57.6,138,383.7,271.8,192.3,94.4,45.2,89.5,45.4,60.2,48.6,25.6,117.9,47.2,28,0,14.4,5,8.3,10.6,12,10,5,3.5,1.9,13.5,32.4,3.7,1.8,0,8.1,0.6,29.1,3.8,380
20210820,42372,37253,5119,13.74,721.172,399.372,0,0,-0.1,96.7,94.1,93.5,75.9,76.1,75.7,50.2,51.1,50.3,50.7,52,0,49.4,52.3,50,51.6,46.5,47.5,52.1,52.1,75.9,76.2,60,60,56.9,56.7,57.5,137.1,379.1,274.4,194.2,96.3,55.9,89.8,44.9,60.2,41.3,25.6,118.5,50,27.4,0,14.7,3.1,5.6,4.7,5.8,5.6,5.1,4.2,2.1,15.5,31.6,3,1.8,1.3,8.1,0.6,29.6,4.3,341.5
20210821,38324,33588,4736,14.1,677.049,374.938,0,0,-0.1,97.1,94.1,93.6,75.6,75.9,75.7,51.1,51.2,50.3,51.3,52.2,0,50.6,52.3,49.8,52.1,46.6,47.6,51.9,52.1,75.9,21.7,60.1,60.1,57,51.8,57.7,53.2,392.6,214.8,152.9,85.7,36.2,43.3,0,60.2,48.4,25.7,118.7,33.4,13.5,0,15.1,0,0.6,4.8,5.8,5.3,2.2,2.9,1.8,15,30.8,2.5,1.8,3.4,8.1,0.5,27.7,5.1,366
20210822,35401,31548,3853,12.21,640.554,354.727,0,0,-0.1,97.3,94.2,93.8,75.7,76,67.6,51.2,51.7,50.9,50.5,51.7,0,47,48.5,47.2,47.7,0,47.5,52.3,52.1,75.7,76,55.7,55.4,42.7,42.6,52.7,55.6,383.7,258,196,105.5,36.2,44.9,46,0,49.4,25.9,50.3,52.4,33.7,0,15.1,6.3,14.2,11.4,12.1,9.9,2.1,2.3,0.8,53.8,93,5.7,1.8,3.9,7,0.3,35.1,2.2,0.1
20210823,42163,37507,4656,12.41,722.834,400.293,0,0,-0.1,97.1,94,93.6,75.7,75.9,75.9,52,51.1,49.4,50.9,52.9,0,50.7,52.9,50.1,52.6,0,47.5,52.5,52.1,75.9,76.2,60.3,60,57,56.7,57.5,134.7,387.4,260.8,186.8,90.4,56.9,89.7,44.7,60.1,48.7,25.3,118.3,94.6,27.6,0,14.7,3.7,5.6,6.5,6.9,6,2.1,2.3,1,13,33.1,3.4,1.8,1.6,7.1,0.2,21.2,19.3,375
20210824,41885,37902,3983,10.51,736.267,407.732,0,0,-0.1,97.3,93.9,93.5,75.7,76,75.9,51.1,51.1,49.1,48.9,53.1,0,47.5,52.3,50.2,52.4,14.4,47.5,51.9,51.9,75.9,75.6,60.4,60,57,56.8,57.5,130.5,408.7,261.4,198.7,107,98.7,89.8,44.7,60.2,48.7,25.4,118.7,97.4,73.3,4,15.1,0,0.7,1.4,2.8,3.2,3.1,4.2,1.6,16.5,40,5.1,1.7,3,8,0.5,26.7,17.7,266
20210825,42436,38485,3951,10.27,734.634,406.827,0,0,-0.1,97.2,93.9,93.4,75.8,76.1,75.6,50.1,51.7,48.4,51,53.4,0,46.9,52.8,50.2,51.7,46.5,47.2,52,52.1,75.9,76.2,60.3,60,57.1,56.8,57.6,134.9,436,261.7,187.7,102.1,78.6,89.7,45.1,60.2,48.7,25.4,118.3,95.6,52,0,15.4,0,2,2.6,3.8,4,0.7,2.1,0.9,0,41.9,3.7,1.8,1.9,6.3,0.5,16.2,5.2,351
20210826,42459,37972,4487,11.82,733.022,405.935,0,0,-0.1,96.9,93.8,93.4,75.8,76,76.1,50.3,51.9,50.2,50.6,53,0,48.4,52.5,49.6,51.6,47.1,47.5,52,51.9,75.9,76,60.3,60.1,57,56.7,57.6,136.5,419.3,259.1,170.8,94,83.2,89.9,45.1,60.2,48.8,25.2,119,95.5,45.5,0,15.4,2.8,2.3,5.3,3.8,4.2,1.6,3.3,1.3,15.3,33.3,4.3,1.8,2,8.1,0.6,22.1,4.1,330
20210827,42580,37792,4788,12.67,734.745,406.889,0,0,-0.1,97.3,94,93.5,75.8,75.9,75.9,50,51.6,45.6,46.2,52.8,0,43.3,48.6,47.2,50.1,46.9,47.5,51.8,52.2,75.9,76,60.2,60,57,56.6,57.5,128.5,421,251.7,165.2,89.3,81.1,89.6,45.4,60.2,49.1,25.3,118.5,95.6,36.8,0,15.4,0,0,15.2,14.5,11.2,4,2.1,0.9,0,48.5,3.5,1.6,1.6,5.8,0.5,21.7,3.9,356
20210828,39634,34306,5328,15.53,691.879,383.15,0,0,-0.1,97.3,94.2,93.8,75.8,75.9,76,49.6,51.6,50,47.6,52.6,0,48.4,52.4,47.7,48.3,45.7,47.5,51.9,52.1,21.3,76.2,60,60,57,56.6,57.6,47.5,401,225.4,176.9,92.2,49.4,44.9,0,60.2,49,25.3,117.7,47.4,27.5,0,15,1.9,2.9,4,4.5,4.8,0.9,3.2,1.4,4.3,21.1,3,1.6,1.7,5,0.5,26.7,4.6,405
20210829,37014,32332,4682,14.48,657.236,363.966,0,0,-0.1,97.1,94,93.5,76,76.1,76,50.8,51.2,50.8,50.7,52.7,0,51,52.6,50.2,51.6,46.8,47.7,51.9,52.2,75.9,76.1,55.7,55.4,52.2,42.3,52.7,48.9,374.4,273,165.4,91.9,36.1,39.5,39.1,42,45.2,25.5,119,44.7,57.5,0,15.1,3,4.5,5.2,5.6,5.9,4.3,1.5,0.6,33.5,81.9,5,1.6,2.6,8,0.6,29.7,3,0.1
20210830,40993,37244,3749,10.07,726.119,402.112,0,0,-0.1,97.2,92.3,93.6,75.9,76,75.6,52.2,51.5,50.4,50.2,52.7,0,50.4,52.6,51.1,51.2,46.8,47.6,52.2,52,76,76.1,59.7,60,57,56.6,57.5,146.7,435,276.3,211.7,105.8,98.5,89.7,45.3,60,48.9,25.5,119.1,100.1,72.8,0,15.2,3,3.1,10.2,10.5,7.9,1.6,2,0,15.5,31,3.5,1.6,1.4,5.2,0.2,18.2,3.6,118.3
20210831,42179,37350,4829,12.93,735.979,407.572,0,0,-0.1,97.1,93.8,93.6,75.7,75.9,75.8,49.5,51.9,50,50,52.7,0,50.9,52.2,50.8,49.2,46.8,47.6,52,52.1,75.8,75.8,59.9,59.9,56.9,56.7,57.5,145.5,414.5,267,173.5,87.9,98.6,89.5,45.9,60.2,48.9,25.5,119,97.6,40.1,0,15,0,1.2,1.1,2.2,2.4,1.2,2.2,0.7,14,33,1.8,1.6,1.7,4.1,0.2,22.6,7.1,283
20210901,41585,37736,3849,10.2,401.541,353.199,0,0,-0.1,97,93.7,93.5,75.7,76,75.8,49.5,51.7,42.7,50.1,52.4,0,50.2,52.6,50.6,51.8,46.5,47.4,52,52.1,75.8,75.6,59.9,60.1,56.9,56.5,57.5,108.3,436,250.8,192.7,107,97.6,89.5,45.2,60.2,48.8,25.4,118.8,96.3,78,0,15.6,0.7,2.5,1.7,2.6,2.5,1.4,2.7,1.1,33.1,43.8,5.8,1.5,3,3.6,0.2,21.4,2.1,244
20210902,42067,37800,4267,11.29,403.585,354.997,0,0,-0.1,96.8,94.1,93.5,75.6,74.9,76,50.1,51.5,50,51,52.7,0,49.2,52.1,50.1,50.9,46.7,47.4,51.8,52,75.9,76.1,60.1,60.1,57,56.5,57.5,143.9,434.6,254.8,168.7,98.2,98.6,90,45.5,60.2,48.8,25.4,118.9,95.7,69,0,15.6,0,0,2.1,2.7,2.5,0.5,2.5,1,14.6,30.5,0.6,1.5,1.6,3.6,0.2,15.4,1.2,291
20210903,41827,37858,3969,10.49,397.361,349.522,0,0,-0.1,96.4,94,93.6,75.4,74.9,75.4,49.2,51.9,50,51.1,52.7,0,48.4,52.3,50.2,51.7,46.8,47.5,52,52.1,75.9,75.5,60.3,60,56.9,56.6,57.5,141.7,442.7,254,168.3,95.8,94.6,89.6,45.3,60.2,48.5,25.3,118.5,96.1,54,0,15.6,0,1,1.8,2.6,2.4,1.2,2.6,0.8,14.4,34.3,3.1,1.5,1.8,1.8,0.2,18.3,3.3,295.8
20210904,38206,33066,5140,15.54,363.485,319.725,0,0,-0.1,96.3,94.1,93.6,75.8,74.9,75.1,51.2,51.9,50.5,51.2,52.6,0,17.2,52.3,51.2,50.2,46.7,47.5,52,52,75.9,76.1,60.4,60,56.9,56.5,57.5,120.2,360.7,199.8,158.1,82.4,36.1,39.6,0,60.2,1.8,25.4,118.8,41.5,27.3,0,15.6,0,0,1.9,2.7,2.2,0.9,2.3,1,14.9,23.2,0.7,1.5,1.3,2.5,0,17.9,4.3,335
20210905,36102,31540,4562,14.47,346.326,304.631,0,0,-0.1,97,94.1,93.7,75.8,75.9,75,50.4,51.8,18.3,50.9,52.2,0,49.9,50.6,50.1,50.6,47.1,47.4,52,51.9,75.9,75.9,55.6,55.5,52,42.3,52.6,122,349.9,243.7,163.4,93.8,36.4,44.9,45.9,60,45.2,25.3,50.3,44.1,27.5,0,15.6,5.9,8.7,6.1,5.3,6.1,1.1,3.6,1.4,44.6,81.3,5,1.5,4.7,7.6,0.7,31.9,1.9,0.1
20210906,41641,37758,3883,10.28,392.939,345.632,0,0,-0.1,96.2,93.7,93.4,75.8,75.9,75,50.1,52.3,49.9,50.5,53.2,0,51.3,52.4,50.4,51.1,46.6,47.3,51.8,52.1,75.9,75.9,60.2,60,56.8,56.3,57.5,145.7,410.9,257,158.3,107.1,86.5,89.9,45.2,60.2,48.6,25.5,118.9,95.9,61.2,0,13.2,3,0.6,1.8,2.7,2.4,0.9,4,1,15.2,31.4,2.1,1.5,1.6,3.6,0,18.4,4.4,312
20210907,42118,38275,3843,10.04,406.246,357.338,0,0,-0.1,96.5,93.7,93.4,75.7,75.8,75,50.1,51.8,50.4,50.3,52.7,0,50.9,49.6,47.3,50.6,33.1,47.5,51.6,52.3,75.9,76.1,60.1,60,56.7,56.5,57.5,142.5,418.8,250.3,165.7,107.1,86.4,89.6,44.8,60.2,48.7,25.5,118.1,94.8,73.2,0,15.3,9.9,19.5,16.9,17.1,11.6,5,6.2,2.3,0,14.9,0.6,1.3,1.1,0,0.5,21.2,4.2,343
20210908,42350,38490,3860,10.03,409.184,359.921,0,0,-0.1,96.5,93.7,93.4,75.7,75.9,75.9,50.1,51.7,49.7,51,53.1,0,49.1,52.5,49.3,52.6,46.8,47.4,51.9,52.1,75.9,76.2,60.1,60,57,56.4,57.5,133.1,407.7,250,184.3,97.1,86.4,88.7,44.6,59.8,48.3,25.4,118.6,95.1,49.1,0.2,13.2,5.3,10.8,16.4,16.1,11.4,5,2.9,1.7,13.3,16,0.7,1.3,1,3.1,0.5,18.1,3.1,369
20210909,42075,38173,3902,10.22,408.457,359.283,0,0,-0.1,97,94,93.5,75.6,76.1,75.9,51.8,51.6,49.5,50.7,53.1,0,51.8,53.1,50.6,52.1,47,47.4,52,52.1,75.9,75.9,59.9,60,56.8,56.5,57.5,85.7,426.9,252.1,167.6,94.2,98.5,89.5,44.8,62.7,48.2,25.4,118.2,95.3,68.6,0,11.1,13.6,27.2,17.2,17.5,11.8,5,3.3,1.5,15.2,20.7,1.9,0.8,1.1,3.5,0.2,13.7,2.6,329
20210910,42040,38737,3303,8.53,412.307,362.668,0,0,-0.1,97.1,94.1,93.6,75.7,76.2,76.3,51.2,51.2,10.4,51,53.2,0,49,53.3,50.7,51.7,46.7,47.6,52,52,75.9,76.1,59.5,59.7,56.9,56.4,57.5,84.3,431,253.4,178.5,98.4,98.5,88.8,43.7,60.2,48.4,25.3,118.2,94,86.3,37.5,15.8,15.8,30.1,16.4,17.6,12.1,4.9,6.7,3.1,7.7,32.3,1.9,0.8,1,2.7,0.5,18.6,3.1,330
20210911,40446,36726,3720,10.13,397.265,349.437,0,0,-0.1,97.2,94.2,93.8,75.8,75.9,76,51.6,51.5,51,50.9,53,0,48.6,52.9,51.3,51.2,42.9,42.6,52.1,52,75.9,76,55.6,55.5,52.1,51.9,57.5,54.8,432.3,260.5,160.8,97.8,98.3,88.3,44.6,60.2,48,25.3,118.6,92.8,32.2,0,15.8,15.6,21.9,16.8,17.5,12.3,5.1,4.6,2.2,13.5,33,2,0.8,2.4,3.5,0.5,17.1,4.1,251
20210912,33924,29916,4008,13.4,340.626,299.617,0,0,-0.1,97.4,94.4,94,75.7,75.9,75.8,51.3,49.1,50.2,47.9,53.3,0,48.7,52.6,50.9,51.6,0,47.4,51.9,52,75.9,76.1,55.6,55.5,51.5,16.8,52.6,60,395.6,270.2,153.9,102,93.5,45,0,0,0,25.7,50.4,50.1,27.5,0,15.8,0,0,0.9,3.3,5,0.7,2.6,0.8,40.1,63.9,6.1,0.8,3.6,8,0.8,23.5,6.1,0.1
20210913,40518,36672,3846,10.49,385.911,339.451,0,0,-0.1,97.2,94.3,93.9,75.8,76,75.6,52,51.3,49.3,48.3,52.7,0,48.3,52.6,50.9,50.8,47.2,47.6,52,52.2,76,75.7,58.6,58.9,55.7,56.5,57.6,79.4,418.6,275.3,156.6,95.6,98.6,89.8,43.4,60.2,47.7,25.3,118.9,96.9,85.2,22.1,14.3,0,0,0,1.1,2.1,0.5,0.7,0.6,15.1,24.7,4.6,0.8,0,8,0.3,20.8,25,204.5
20210914,42019,38061,3958,10.4,403.234,354.688,0,0,-0.1,97,94.7,94.3,75.6,76,76,51.5,51.4,49.2,51,52.7,0,50.7,52.6,50.9,50.7,46.9,47.5,52,52.2,75.9,74.8,59.8,60,55.5,56.6,57.5,81.9,419.1,274,151.8,107.1,88.8,89.8,44.6,60.2,48.3,25.4,118.8,96.1,85.4,0,15.8,0,0,1.1,2.1,2.7,0,1.7,0.4,15.8,39,5.5,0.8,2.4,8.1,0.2,25.6,15.9,339
20210915,42217,38318,3899,10.18,402.796,354.303,0,0,-0.1,96.8,94.6,94.2,75.5,76,76,51.1,51.4,48.5,50.4,52.7,0,49.8,52.6,51.1,50.4,46.8,47.5,51.8,52.1,75.8,76,59.6,60,55.8,56.4,57.6,87.2,403.2,266.2,172.6,107.1,98.6,89.8,45.6,60.2,48.6,25.4,118.7,95.3,86.3,37.6,15.8,0,0,0,1,0.8,0,1.7,0.6,14.9,49,0.7,0.8,2.5,8.1,0.3,25.6,3.5,328.7
20210916,42354,37513,4841,12.9,398.094,350.166,0,0,-0.1,96.7,94.2,93.9,75.7,75.7,75.8,51.2,51.4,49.6,50.6,52.2,0,49.4,52.5,51.2,49.9,40.7,40.2,52.1,52.2,75.8,76.1,59.8,60,55.8,56.6,57.3,104.3,409.1,265.7,149,90.5,90.4,87.6,44.5,59.4,45.7,25.3,115.7,90.1,60.9,7.4,16.1,0,0,0,1.1,1.2,0.6,2.3,0.8,9.3,29.9,3,0.8,1.9,5.7,0.2,23.2,3.1,380
20210917,42107,37460,4647,12.4,397.146,349.333,0,0,-0.1,96.7,94.2,93.8,75.8,76,76.2,51,51.7,50.7,51.1,53,0,49.8,53.1,50.1,50.1,40.3,40.2,51.9,52.2,76,76.2,59.8,59.9,55.6,56.7,57.5,96.1,404.3,265,132.6,88.8,98.5,88,45,60.2,47.8,25.3,118.8,94.9,79.2,0,15.7,0,0,1.1,1.1,1,0,2.8,0.6,7.6,30,4.4,1.6,2.6,5.2,0.2,23,2,369.8
20210918,38292,33683,4609,13.68,370.809,326.166,0,0,-0.1,96.7,93.9,93.5,75.9,76.1,76.1,44,51.8,49.8,50.7,52.8,0,49.7,51.2,50.9,50.7,40.7,40.5,51.8,52.1,76,76.2,59.6,59.6,0,51.8,52.6,61.5,392.6,267.8,139.6,94.9,98.5,41.9,45.4,0,45.3,0,118.6,0,43.5,0,14.5,0,0,0,1,1,0.3,4,1.3,20.7,23.6,0.6,1.5,1,4.6,0,23,6.7,362.5
20210919,34442,31289,3153,10.08,351.548,309.225,0,0,-0.1,97.1,94.1,93.7,75.8,75.9,76.1,51.2,51.8,48.7,51.2,53.1,0,0,52.6,51.1,51.9,46.8,47.5,52,52,75.4,76,58.6,58.3,0,56.7,57.5,59.2,411.6,268.8,139.4,101.6,98.6,44.8,46.1,0,49.4,0,0,99.8,86.1,0,14.5,0,0,7.7,8.5,6.4,0.5,2.8,1.5,29.1,63.6,5.8,1.5,4.5,8,0,33.1,0.8,0.1
20210920,38130,31219,6911,22.14,351.046,308.784,0,0,-0.1,96.6,93.7,93.3,75.9,76,76,51.9,51.7,48.3,51.1,52.5,0,0,51.2,51.1,51.9,40.3,40.3,51.7,52,76,76.2,60.1,59.8,0,56.6,57.7,76.9,324.4,266.5,140.1,94.8,36.4,41.9,44,0,48.5,25.2,0,94.6,27.1,0,15.7,0,0,0,0.9,0.9,0.2,5.7,2.2,0,0,2.3,1.4,0.3,3.6,0,18.3,3.8,388
20210921,38016,31460,6556,20.84,351.665,309.327,0,0,-0.1,96.9,93.7,93.3,75.8,76,76.1,51.5,51.5,49.1,51.1,53.2,0,46.7,52.2,51.1,51.9,40.4,40.2,52,52.1,75.9,76.2,59.5,59.9,0,26.1,52.3,76.2,350.5,267.4,147.9,98.9,36.2,43.2,44.4,60.2,46.6,25.4,0,47.1,27.3,0,15.7,0,0,0,0.9,0.8,0,3.3,0.6,0,0,2.3,1.4,1.4,3.2,0.1,18.3,2.9,357.5
20210922,41725,37909,3816,10.07,393.897,346.475,0,0,-0.1,96.5,93.7,93.2,75.9,76,76,51.4,51.6,48.3,50.7,47.2,0,51.4,51.9,51.1,51.2,46.7,47.6,52,52,75.9,76.2,58.7,60,0,56.5,57.6,129.3,404.3,279.2,160.4,106.6,98.6,89.6,45.6,60.2,48.6,25.1,118.6,94.1,85.9,37.6,15.7,0,0,2.9,1.4,0.9,0,4.5,1.4,15.6,41.4,3,1.4,2.1,2.9,0,18.6,3,314.4
20210923,41194,38061,3133,8.23,403.436,354.866,0,0,-0.1,97,93.6,93.3,76,76.2,75.9,51.3,51.7,47.9,51.4,53.3,0,50.1,53.2,50.1,50.9,46.4,47.1,52.1,52.3,75.9,76.2,59.4,59.9,0,56.4,57.4,140.7,352.2,318.3,168.4,106.4,98.6,89.1,44.5,60.2,48.8,25.3,118.7,99,86.2,37.6,15.7,3.4,4.9,14.3,9.8,6.3,0,1.5,0.1,14.5,37.1,3.1,1.7,1.9,3.1,0.2,12.8,5.3,301
20210924,42195,37738,4457,11.81,401.709,353.347,0,0,-0.1,97,94.1,93.6,75.6,75.9,76.1,51.8,51.2,47.9,50.8,53.2,0,51.4,52.6,50.7,50.7,40.4,40.4,52,52,75.9,76.2,58.9,60,0,56.6,57.5,130.8,385.9,297,164.1,96.1,98.6,89.8,44.9,60.1,48.6,25.1,118.9,96.8,85.4,26.7,15.9,0,0,0,0.8,0.7,0.5,0.8,0.1,14.1,7.9,3,1.6,1.7,2.1,0.2,13.9,25.9,356
20210925,38991,33643,5348,15.9,370.911,326.257,0,0,-0.1,78,93.8,93.5,75.7,75.8,75.8,52.1,51.4,47.6,49.9,52.6,0,51,49.1,50.6,51.1,40.9,40.1,52.2,51.7,76,76.2,56.6,56.4,0,56.6,57.5,59.6,387.4,288.7,139.8,87.5,98.7,89.6,0,0,41.4,0,118.1,47.8,27.3,0,15.8,0,0,0,0.8,0.6,0.5,1.1,0.3,9.8,11.7,3,1.5,1.9,2.2,0.1,11.7,33,353
20210926,34592,31383,3209,10.23,347.777,305.907,0,0,-0.1,97.3,94,93.6,75.9,76,75.7,50.3,51.4,49.5,51,53.2,0,51.3,51.2,50.7,51.2,46.3,47.5,52,52.1,75.8,76,0,56.4,0,42,52.6,58.3,402.3,307.3,142.4,96.1,98.7,45.3,0,0,49.2,25.6,50.3,98.9,82.3,0,13.8,0,0,0.8,1.7,1.4,0.4,3.8,1.7,29.6,65,5.6,1.4,4.8,8,0,22,18,0.1
20210927,41573,37178,4395,11.82,390.797,343.748,0,0,-0.1,96.3,94,93.6,75.8,76,76,51.9,51.6,51.3,50.7,51.6,0,51,52,50.6,51.2,40.4,40.3,51.9,52,76,76.2,46.4,60,8.4,51.8,57.5,132.8,388.8,303.5,136.7,90.1,98.6,89.8,45.3,60.2,48.5,25.1,118.5,94.5,84.8,0,13.6,0,0,1.1,2.2,1.4,0.4,1.3,0.6,14.8,33.9,2.3,1.4,1.5,1.9,0,10.2,38.5,316
20210928,42230,36962,5268,14.25,395.201,347.623,0,0,-0.1,97.4,94,93.7,75.6,75.9,76,51.9,51.5,50.7,50.6,53.3,0,51,53.1,51.3,50.4,40.5,40.2,51.9,52,75.9,76.2,60.3,60,56.9,56.5,57.5,131.3,387.4,289.9,135.2,82.2,98.5,90,45.5,60.1,47.9,25,118.5,95,27.9,0,13.8,0,0,1.2,2.1,1.4,0.4,2.4,1.3,15.1,36.4,1.9,1.4,1.4,1.8,0,11.4,38.6,298.4
20210929,42005,37162,4843,13.03,395.212,347.631,0,0,-0.1,97.2,94,93.7,75.7,75.9,76.1,51.6,51.4,49.4,50.9,53.3,0,50.9,52.7,51.2,49.2,40.7,40.2,52,52.2,75.8,76,60.1,60,56.9,56.5,57.5,136.3,370.3,305,132.9,106.2,93.6,89.4,46,60.1,48.7,25.2,118.5,95.1,46.1,0,15.3,0,0,1.7,2.2,1.6,0.1,1.9,1,15,30.8,1.6,1.4,2,1.7,0,19.4,10.5,321.9
20210930,42445,37233,5212,14,397.178,349.362,0,0,-0.1,96.8,93.9,93.5,75.7,75.9,76,52.1,51.3,48.9,49.9,52.1,0,49.9,53.2,50.8,51.6,40.7,40.3,51.9,52.1,75.8,75.9,60,60,56.9,56.6,57.5,132.5,365.9,342.2,132.2,105.6,98.6,89.5,45.7,60,48.7,25.3,118.3,94.6,35.4,6.1,15.4,0,0,1.6,2.2,1.7,0.8,3.8,1.5,14.4,32.5,0.4,1.4,2.1,1.7,0,16.1,4.2,305
20211001,40465,37290,3175,8.51,420.382,355.153,0,0,-0.1,96.9,93.8,93.3,75.8,76,76,51.6,52.1,46,45.6,0,0,0,51.8,49.1,50.1,47.1,0,0,52,75.9,76.1,60.1,60.1,56.9,56.5,57.5,110.5,400.7,355.2,159.3,103.8,98.7,89.6,45.8,60.2,48.6,25.3,118.7,95.9,85.6,35.5,15.4,2.2,3.9,1.6,2.2,1.7,0.8,3.7,1.7,23.3,46.3,0.6,1.2,0,0,0,15.9,2.3,341
20211002,38793,33558,5235,15.6,391,330.33,0,0,-0.1,97,93.8,93.4,75.8,75.9,76,44.8,44.6,46.9,46.3,0,0,0,48,42.3,42.8,31.2,0,0,32.6,75.8,76.2,0,56.4,57,56.5,57.5,54.4,402.8,330.3,136.6,80.8,98.6,44.8,45.5,60.2,48.8,25.2,118.6,95.5,64.9,0,15.7,0,0,1.3,1.9,1.4,0.8,2.6,0.8,13.5,33,0.6,1.2,0,0,0.2,15.8,27.8,335.6
20211003,34310,30993,3317,10.7,367.535,310.506,0,0,-0.1,97.3,93.8,93.4,75.9,76.2,76.2,52.3,51.4,46.5,51.1,0,0,0,50.7,50.3,51.4,47,0,0,51.7,75.9,76,0,56.4,52.3,42,52.6,55.6,412.6,364.1,160.6,102,98.6,45.1,46.5,0,49.3,25.6,50.3,99.7,86.6,0,15.5,0,0,1.1,1.8,1.2,0.8,1.3,0.2,31,64.8,5,1.2,3,6.1,0.2,23.1,3.1,0
20211004,41261,37505,3756,10.01,416.501,351.875,0,0,-0.1,97.1,93.8,93.3,76.1,76,76.1,51.8,51.7,48.6,50.7,0,0,0,52.2,50.8,50.9,46.9,0,0,52.3,75.9,76.1,58.8,59.7,56.9,56.6,57.5,119.4,406.9,358.9,155.2,104.8,98.6,89.6,44.6,60.2,48.6,25.5,118.3,95,86.4,0,15,2.1,2.9,1.8,2.1,1.5,0.7,4.2,1.4,28.1,43.4,0.6,1.2,1.4,1.8,0,15.1,5.2,370
20211005,40361,37691,2670,7.08,424.401,358.549,0,0,-0.1,97.4,93.9,93.4,76.1,76.2,76.1,51.7,51.8,50.4,51.1,0,0,0,53.3,50,51,46.9,0,0,52.1,75.8,76,59.7,60.1,57.1,56.5,57.5,68.3,405.5,357.9,166.6,106.1,98.6,89.9,44.9,59.8,48.1,25.3,118.9,95,86,33.5,15.1,4.4,9,4.3,4,3,2.6,1.9,0.4,42.6,85.9,1.6,1.2,1.1,1.8,0.2,16.6,9.1,313
